src_ip,dst_ip,src_port,dst_port,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_bytes,target_traffic,size_traffic
172.16.40.180,172.16.40.48,51954,161,1651680283270,1651680283281,655,0,5984184
172.16.40.180,172.16.40.77,51954,161,1651680283260,1651680283283,646,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283276,1651680283283,648,0,11550981
172.16.40.48,172.16.40.180,161,51954,1651680283283,1651680283290,658,0,6141158
172.16.40.180,172.16.40.17,51954,161,1651680283255,1651680283290,633,0,12753832
172.16.40.180,172.16.40.18,51954,161,1651680283275,1651680283291,648,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680283286,1651680283292,647,0,11578600
172.16.40.77,172.16.40.180,161,51954,1651680283285,1651680283292,647,0,26877897
172.16.40.180,172.16.40.48,51954,161,1651680283290,1651680283296,646,0,5984184
172.16.40.180,172.16.40.77,51954,161,1651680283292,1651680283299,646,0,26691042
172.16.40.18,172.16.40.180,161,51954,1651680283293,1651680283301,655,0,6195168
172.16.40.48,172.16.40.180,161,51954,1651680283298,1651680283306,653,0,6141158
172.16.40.180,172.16.40.18,51954,161,1651680283302,1651680283309,645,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283306,1651680283312,647,0,5984184
172.16.40.180,172.16.40.76,51954,161,1651680283292,1651680283313,647,0,11550981
172.16.40.36,172.16.40.180,161,51954,1651680283276,1651680283315,669,0,9949602
172.16.40.17,172.16.40.180,161,51954,1651680283295,1651680283315,636,0,12789534
172.16.40.18,172.16.40.180,161,51954,1651680283312,1651680283319,664,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680283301,1651680283321,668,0,26877897
172.16.40.180,172.16.40.36,51954,161,1651680283315,1651680283325,652,0,10033217
172.16.40.76,172.16.40.180,161,51954,1651680283316,1651680283325,647,0,11578600
172.16.40.48,172.16.40.180,161,51954,1651680283314,1651680283326,663,0,6141158
172.16.40.180,172.16.40.77,51954,161,1651680283322,1651680283329,656,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283325,1651680283331,646,0,11550981
172.16.40.180,172.16.40.48,51954,161,1651680283326,1651680283333,656,0,5984184
172.16.40.180,172.16.40.18,51954,161,1651680283320,1651680283335,655,0,5916989
172.16.40.180,172.16.40.17,51954,161,1651680283315,1651680283336,646,0,12753832
172.16.40.77,172.16.40.180,161,51954,1651680283330,1651680283337,649,0,26877897
172.16.40.76,172.16.40.180,161,51954,1651680283333,1651680283340,672,0,11578600
172.16.40.48,172.16.40.180,161,51954,1651680283334,1651680283341,654,0,6141158
172.16.40.180,172.16.40.77,51954,161,1651680283337,1651680283343,646,0,26691042
172.16.40.18,172.16.40.180,161,51954,1651680283337,1651680283346,649,0,6195168
172.16.40.180,172.16.40.48,51954,161,1651680283341,1651680283347,648,0,5984184
172.16.40.36,172.16.40.180,161,51954,1651680283328,1651680283348,648,0,9949602
172.16.40.180,172.16.40.18,51954,161,1651680283346,1651680283358,987,0,5916989
172.16.40.48,172.16.40.180,161,51954,1651680283349,1651680283358,992,0,6141158
172.16.40.180,172.16.40.76,51954,161,1651680283340,1651680283364,652,0,11550981
172.16.40.180,172.16.40.36,51954,161,1651680283348,1651680283367,647,0,10033217
172.16.40.53,172.16.40.180,161,51954,1651680283093,1651680283369,1025,0,16331871
172.16.40.45,172.16.40.180,161,51954,1651680281323,1651680283370,1087,0,13568268
172.16.40.76,172.16.40.180,161,51954,1651680283366,1651680283376,648,0,11578600
172.16.40.48,172.16.40.180,161,51954,1651680283367,1651680283377,1039,0,6141158
172.16.40.17,172.16.40.180,161,51954,1651680283343,1651680283379,639,0,12789534
172.16.40.180,172.16.40.18,51954,161,1651680283358,1651680283381,1033,0,5916989
172.16.40.36,172.16.40.180,161,51954,1651680283370,1651680283382,647,0,9949602
172.16.40.48,172.16.40.180,161,51954,1651680283378,1651680283385,647,0,6141158
172.16.40.180,172.16.40.18,51954,161,1651680283381,1651680283389,646,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283385,1651680283391,663,0,5984184
172.16.40.180,172.16.40.76,51954,161,1651680283376,1651680283397,647,0,11550981
172.16.40.180,172.16.40.17,51954,161,1651680283379,1651680283397,634,0,12753832
172.16.40.48,172.16.40.180,161,51954,1651680283393,1651680283399,656,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283391,1651680283399,661,0,6195168
172.16.40.180,172.16.40.36,51954,161,1651680283382,1651680283399,645,0,10033217
172.16.40.76,172.16.40.180,161,51954,1651680283398,1651680283405,647,0,11578600
172.16.40.77,172.16.40.180,161,51954,1651680283345,1651680283407,648,0,26877897
172.16.40.1,172.16.40.180,161,51954,1651680283246,1651680283408,1103,1,44875729
172.16.40.180,172.16.40.18,51954,161,1651680283399,1651680283409,651,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283399,1651680283413,648,0,5984184
172.16.40.180,172.16.40.77,51954,161,1651680283409,1651680283415,646,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283409,1651680283415,645,0,11550981
172.16.40.36,172.16.40.180,161,51954,1651680283403,1651680283416,654,0,9949602
172.16.40.48,172.16.40.180,161,51954,1651680283415,1651680283421,647,0,6141158
172.16.40.17,172.16.40.180,161,51954,1651680283404,1651680283425,634,0,12789534
172.16.40.18,172.16.40.180,161,51954,1651680283419,1651680283426,656,0,6195168
172.16.40.180,172.16.40.48,51954,161,1651680283421,1651680283428,646,0,5984184
172.16.40.180,172.16.40.36,51954,161,1651680283417,1651680283429,650,0,10033217
172.16.40.180,172.16.40.18,51954,161,1651680283426,1651680283434,651,0,5916989
172.16.40.48,172.16.40.180,161,51954,1651680283429,1651680283435,646,0,6141158
172.16.40.77,172.16.40.180,161,51954,1651680283419,1651680283437,667,0,26877897
172.16.40.76,172.16.40.180,161,51954,1651680283417,1651680283438,670,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283437,1651680283443,651,0,26691042
172.16.40.180,172.16.40.17,51954,161,1651680283425,1651680283443,633,0,12753832
172.16.40.180,172.16.40.76,51954,161,1651680283438,1651680283444,655,0,11550981
172.16.40.18,172.16.40.180,161,51954,1651680283436,1651680283444,652,0,6195168
172.16.40.180,172.16.40.48,51954,161,1651680283435,1651680283446,663,0,5984184
172.16.40.76,172.16.40.180,161,51954,1651680283446,1651680283451,649,0,11578600
172.16.40.77,172.16.40.180,161,51954,1651680283445,1651680283451,656,0,26877897
172.16.40.48,172.16.40.180,161,51954,1651680283448,1651680283455,657,0,6141158
172.16.40.180,172.16.40.77,51954,161,1651680283452,1651680283457,653,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283451,1651680283457,646,0,11550981
172.16.40.180,172.16.40.18,51954,161,1651680283444,1651680283458,650,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283455,1651680283461,648,0,5984184
172.16.40.17,172.16.40.180,161,51954,1651680283449,1651680283468,634,0,12789534
172.16.40.48,172.16.40.180,161,51954,1651680283463,1651680283470,647,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283460,1651680283470,647,0,6195168
172.16.40.180,172.16.40.48,51954,161,1651680283470,1651680283476,647,0,5984184
172.16.40.77,172.16.40.180,161,51954,1651680283459,1651680283479,647,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283471,1651680283479,662,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680283474,1651680283482,647,0,11578600
172.16.40.180,172.16.40.17,51954,161,1651680283468,1651680283486,647,0,12753832
172.16.40.180,172.16.40.77,51954,161,1651680283479,1651680283487,652,0,26691042
172.16.40.36,172.16.40.180,161,51954,1651680283440,1651680283487,648,0,9949602
172.16.40.48,172.16.40.180,161,51954,1651680283478,1651680283488,646,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283481,1651680283489,656,0,6195168
172.16.40.180,172.16.40.76,51954,161,1651680283482,1651680283489,646,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680283489,1651680283495,648,0,26877897
172.16.40.180,172.16.40.48,51954,161,1651680283489,1651680283495,662,0,5984184
172.16.40.76,172.16.40.180,161,51954,1651680283491,1651680283497,668,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283495,1651680283501,668,0,26691042
172.16.40.180,172.16.40.18,51954,161,1651680283489,1651680283502,648,0,5916989
172.16.40.48,172.16.40.180,161,51954,1651680283497,1651680283504,657,0,6141158
172.16.40.180,172.16.40.48,51954,161,1651680283504,1651680283511,648,0,5984184
172.16.40.180,172.16.40.36,51954,161,1651680283487,1651680283511,646,0,10033217
172.16.40.17,172.16.40.180,161,51954,1651680283493,1651680283512,640,0,12789534
172.16.40.18,172.16.40.180,161,51954,1651680283505,1651680283514,647,0,6195168
172.16.40.180,172.16.40.76,51954,161,1651680283498,1651680283520,656,0,11550981
172.16.40.180,172.16.40.18,51954,161,1651680283515,1651680283523,646,0,5916989
172.16.40.77,172.16.40.180,161,51954,1651680283517,1651680283525,657,0,26877897
172.16.40.48,172.16.40.180,161,51954,1651680283513,1651680283525,647,0,6141158
172.16.40.76,172.16.40.180,161,51954,1651680283523,1651680283528,649,0,11578600
172.16.40.180,172.16.40.17,51954,161,1651680283512,1651680283528,634,0,12753832
172.16.40.36,172.16.40.180,161,51954,1651680283514,1651680283529,647,0,9949602
172.16.40.180,172.16.40.77,51954,161,1651680283525,1651680283531,653,0,26691042
172.16.40.18,172.16.40.180,161,51954,1651680283525,1651680283533,646,0,6195168
172.16.40.180,172.16.40.76,51954,161,1651680283528,1651680283534,646,0,11550981
172.16.40.180,172.16.40.48,51954,161,1651680283525,1651680283536,647,0,5984184
172.16.40.77,172.16.40.180,161,51954,1651680283532,1651680283538,649,0,26877897
172.16.40.48,172.16.40.180,161,51954,1651680283538,1651680283544,647,0,6141158
172.16.40.180,172.16.40.18,51954,161,1651680283533,1651680283547,662,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283545,1651680283551,646,0,5984184
172.16.40.180,172.16.40.36,51954,161,1651680283530,1651680283552,646,0,10033217
172.16.40.17,172.16.40.180,161,51954,1651680283534,1651680283554,634,0,12789534
172.16.40.18,172.16.40.180,161,51954,1651680283549,1651680283558,657,0,6195168
172.16.40.76,172.16.40.180,161,51954,1651680283536,1651680283558,648,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283538,1651680283559,652,0,26691042
172.16.40.48,172.16.40.180,161,51954,1651680283554,1651680283561,667,0,6141158
172.16.40.180,172.16.40.76,51954,161,1651680283558,1651680283564,646,0,11550981
172.16.40.180,172.16.40.18,51954,161,1651680283558,1651680283566,654,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283561,1651680283570,652,0,5984184
172.16.40.77,172.16.40.180,161,51954,1651680283564,1651680283571,648,0,26877897
172.16.40.76,172.16.40.180,161,51954,1651680283566,1651680283574,667,0,11578600
172.16.40.180,172.16.40.17,51954,161,1651680283554,1651680283576,633,0,12753832
172.16.40.180,172.16.40.77,51954,161,1651680283572,1651680283578,667,0,26691042
172.16.40.48,172.16.40.180,161,51954,1651680283574,1651680283581,655,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283569,1651680283583,649,0,6195168
172.16.40.180,172.16.40.48,51954,161,1651680283582,1651680283597,650,0,5984184
172.16.40.180,172.16.40.76,51954,161,1651680283574,1651680283599,651,0,11550981
172.16.40.180,172.16.40.18,51954,161,1651680283584,1651680283600,653,0,5916989
172.16.40.17,172.16.40.180,161,51954,1651680283582,1651680283602,634,0,12789534
172.16.40.77,172.16.40.180,161,51954,1651680283580,1651680283603,657,0,26877897
172.16.40.76,172.16.40.180,161,51954,1651680283600,1651680283607,654,0,11578600
172.16.40.48,172.16.40.180,161,51954,1651680283599,1651680283607,656,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283603,1651680283610,648,0,6195168
172.16.40.180,172.16.40.77,51954,161,1651680283603,1651680283612,650,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283607,1651680283613,646,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680283614,1651680283620,652,0,26877897
172.16.40.180,172.16.40.17,51954,161,1651680283602,1651680283629,648,0,12753832
172.16.40.180,172.16.40.48,51954,161,1651680283607,1651680283630,645,0,5984184
172.16.40.180,172.16.40.18,51954,161,1651680283610,1651680283630,661,0,5916989
172.16.40.180,172.16.40.83,51954,161,1651680283024,1651680283631,1386,0,5825355
172.16.40.48,172.16.40.180,161,51954,1651680283631,1651680283638,667,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283632,1651680283640,657,0,6195168
172.16.40.76,172.16.40.180,161,51954,1651680283620,1651680283640,648,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283620,1651680283643,651,0,26691042
172.16.40.180,172.16.40.48,51954,161,1651680283639,1651680283645,655,0,5984184
172.16.40.180,172.16.40.18,51954,161,1651680283640,1651680283650,648,0,5916989
172.16.40.180,172.16.40.76,51954,161,1651680283641,1651680283651,646,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680283645,1651680283653,650,0,26877897
172.16.40.17,172.16.40.180,161,51954,1651680283634,1651680283654,640,0,12789534
172.16.40.180,172.16.40.11,51954,161,1651680278141,1651680283657,2099,0,8876092
172.16.40.180,172.16.40.63,51954,161,1651680282655,1651680283658,1374,0,13744511
172.16.40.180,172.16.40.2,51954,161,1651680283020,1651680283659,2247,0,41211180
172.16.40.58,172.16.40.180,161,51954,1651680283242,1651680283660,1036,0,6410138
172.16.40.180,172.16.40.29,51954,161,1651680283657,1651680283661,665,0,9049349
172.16.40.48,172.16.40.180,161,51954,1651680283648,1651680283662,658,0,6141158
172.16.40.180,172.16.40.77,51954,161,1651680283658,1651680283663,650,0,26691042
172.16.40.180,172.16.40.48,51954,161,1651680283662,1651680283669,646,0,5984184
172.16.40.180,172.16.40.41,51954,161,1651680282666,1651680283670,1457,0,8951501
172.16.40.18,172.16.40.180,161,51954,1651680283652,1651680283671,647,0,6195168
172.16.40.180,172.16.40.17,51954,161,1651680283659,1651680283675,634,0,12753832
172.16.40.48,172.16.40.180,161,51954,1651680283671,1651680283678,653,0,6141158
172.16.40.76,172.16.40.180,161,51954,1651680283652,1651680283679,647,0,11578600
172.16.40.180,172.16.40.18,51954,161,1651680283671,1651680283679,647,0,5916989
172.16.40.180,172.16.40.48,51954,161,1651680283678,1651680283684,647,0,5984184
172.16.40.180,172.16.40.76,51954,161,1651680283679,1651680283685,668,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680283680,1651680283687,670,0,26877897
172.16.40.101,172.16.40.180,161,51954,1651680281403,1651680283692,1446,0,26656285
172.16.40.48,172.16.40.180,161,51954,1651680283686,1651680283692,665,0,6141158
172.16.40.76,172.16.40.180,161,51954,1651680283687,1651680283693,656,0,11578600
172.16.40.18,172.16.40.180,161,51954,1651680283682,1651680283694,647,0,6195168
172.16.40.180,172.16.40.77,51954,161,1651680283687,1651680283695,655,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283693,1651680283699,648,0,11550981
172.16.40.17,172.16.40.180,161,51954,1651680283682,1651680283700,634,0,12789534
172.16.40.77,172.16.40.180,161,51954,1651680283697,1651680283703,656,0,26877897
172.16.40.180,172.16.40.48,51954,161,1651680283693,1651680283704,656,0,5984184
172.16.40.180,172.16.40.18,51954,161,1651680283694,1651680283712,646,0,5916989
172.16.40.48,172.16.40.180,161,51954,1651680283705,1651680283713,649,0,6141158
172.16.40.180,172.16.40.48,51954,161,1651680283713,1651680283721,646,0,5984184
172.16.40.76,172.16.40.180,161,51954,1651680283716,1651680283725,647,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283703,1651680283727,646,0,26691042
172.16.40.18,172.16.40.180,161,51954,1651680283717,1651680283728,666,0,6195168
172.16.40.48,172.16.40.180,161,51954,1651680283724,1651680283730,648,0,6141158
172.16.40.180,172.16.40.76,51954,161,1651680283725,1651680283731,646,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680283729,1651680283735,652,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283728,1651680283738,652,0,5916989
172.16.40.180,172.16.40.17,51954,161,1651680283701,1651680283739,633,0,12753832
172.16.40.180,172.16.40.77,51954,161,1651680283735,1651680283742,647,0,26691042
172.16.40.180,172.16.40.48,51954,161,1651680283731,1651680283742,646,0,5984184
172.16.40.48,172.16.40.180,161,51954,1651680283744,1651680283751,651,0,6141158
172.16.40.76,172.16.40.180,161,51954,1651680283733,1651680283757,646,0,11578600
172.16.40.18,172.16.40.180,161,51954,1651680283741,1651680283757,656,0,6195168
172.16.40.180,172.16.40.48,51954,161,1651680283751,1651680283758,652,0,5984184
172.16.40.180,172.16.40.76,51954,161,1651680283757,1651680283763,668,0,11550981
172.16.40.180,172.16.40.18,51954,161,1651680283757,1651680283766,650,0,5916989
172.16.40.77,172.16.40.180,161,51954,1651680283745,1651680283767,668,0,26877897
172.16.40.48,172.16.40.180,161,51954,1651680283760,1651680283768,647,0,6141158
172.16.40.180,172.16.40.77,51954,161,1651680283767,1651680283775,656,0,26691042
172.16.40.180,172.16.40.48,51954,161,1651680283768,1651680283776,646,0,5984184
172.16.40.18,172.16.40.180,161,51954,1651680283770,1651680283783,656,0,6195168
172.16.40.48,172.16.40.180,161,51954,1651680283789,1651680283797,648,0,6141158
172.16.40.180,172.16.40.18,51954,161,1651680283783,1651680283803,645,0,5916989
172.16.40.77,172.16.40.180,161,51954,1651680283777,1651680283803,649,0,26877897
172.16.40.180,172.16.40.48,51954,161,1651680283797,1651680283804,646,0,5984184
172.16.40.17,172.16.40.180,161,51954,1651680283754,1651680283809,634,0,12789534
172.16.40.180,172.16.40.77,51954,161,1651680283803,1651680283809,646,0,26691042
172.16.40.48,172.16.40.180,161,51954,1651680283806,1651680283812,649,0,6141158
172.16.40.18,172.16.40.180,161,51954,1651680283805,1651680283813,664,0,6195168
172.16.40.76,172.16.40.180,161,51954,1651680283765,1651680283814,657,0,11578600
172.16.40.77,172.16.40.180,161,51954,1651680283811,1651680283816,648,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283813,1651680283821,655,0,5916989
172.16.40.180,172.16.40.77,51954,161,1651680283817,1651680283828,646,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283814,1651680283835,648,0,11550981
172.16.40.245,172.16.40.180,161,51954,1651680282827,1651680283838,665,0,10282354
172.16.40.18,172.16.40.180,161,51954,1651680283824,1651680283845,649,0,6195168
172.16.40.76,172.16.40.180,161,51954,1651680283837,1651680283846,647,0,11578600
172.16.40.180,172.16.40.17,51954,161,1651680283809,1651680283846,635,0,12753832
172.16.40.77,172.16.40.180,161,51954,1651680283841,1651680283848,667,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283845,1651680283853,646,0,5916989
172.16.40.180,172.16.40.77,51954,161,1651680283848,1651680283855,651,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283846,1651680283858,647,0,11550981
172.16.40.18,172.16.40.180,161,51954,1651680283856,1651680283866,647,0,6195168
172.16.40.180,172.16.40.55,51954,161,1651680282866,1651680283869,1380,0,8538354
172.16.40.77,172.16.40.180,161,51954,1651680283857,1651680283880,656,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283866,1651680283881,646,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680283860,1651680283883,646,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283880,1651680283886,651,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283884,1651680283890,667,0,11550981
172.16.40.18,172.16.40.180,161,51954,1651680283884,1651680283892,662,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680283888,1651680283894,651,0,26877897
172.16.40.17,172.16.40.180,161,51954,1651680283853,1651680283896,648,0,12789534
172.16.40.76,172.16.40.180,161,51954,1651680283891,1651680283899,657,0,11578600
172.16.40.180,172.16.40.18,51954,161,1651680283892,1651680283901,656,0,5916989
172.16.40.180,172.16.40.77,51954,161,1651680283895,1651680283901,651,0,26691042
172.16.40.18,172.16.40.180,161,51954,1651680283904,1651680283913,654,0,6195168
172.16.40.180,172.16.40.17,51954,161,1651680283897,1651680283917,638,0,12753832
172.16.40.180,172.16.40.76,51954,161,1651680283899,1651680283922,648,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680283904,1651680283926,647,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283913,1651680283929,648,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680283924,1651680283931,647,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283927,1651680283934,668,0,26691042
172.16.40.180,172.16.40.76,51954,161,1651680283931,1651680283937,647,0,11550981
172.16.40.18,172.16.40.180,161,51954,1651680283932,1651680283940,654,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680283936,1651680283942,656,0,26877897
172.16.40.17,172.16.40.180,161,51954,1651680283925,1651680283946,635,0,12789534
172.16.40.180,172.16.40.18,51954,161,1651680283940,1651680283947,648,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680283956,1651680283962,647,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680283942,1651680283965,655,0,26691042
172.16.40.180,172.16.40.17,51954,161,1651680283946,1651680283967,633,0,12753832
172.16.40.180,172.16.40.76,51954,161,1651680283962,1651680283968,646,0,11550981
172.16.40.30,172.16.40.180,161,51954,1651680281255,1651680283969,1049,0,15316072
172.16.40.180,172.16.40.49,51954,161,1651680279234,1651680283975,2103,0,6413810
172.16.40.1,172.16.40.180,161,51954,1651680283412,1651680283976,1187,1,44875729
172.16.40.180,172.16.40.20,51954,161,1651680278646,1651680283976,2226,0,14061818
172.16.40.23,172.16.40.180,161,51954,1651680278076,1651680283976,2232,0,9229385
172.16.40.99,172.16.40.180,161,51954,1651680283026,1651680283976,1045,0,11035254
172.16.40.180,172.16.40.30,51954,161,1651680283969,1651680283976,999,0,14410737
172.16.40.18,172.16.40.180,161,51954,1651680283962,1651680283977,662,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680283967,1651680283979,647,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283977,1651680283985,651,0,5916989
172.16.40.180,172.16.40.77,51954,161,1651680283979,1651680283985,653,0,26691042
172.16.40.51,172.16.40.180,161,51954,1651680281821,1651680283993,1044,0,7010077
172.16.40.2,172.16.40.180,161,51954,1651680283661,1651680283995,656,0,44873554
172.16.40.18,172.16.40.180,161,51954,1651680283988,1651680283995,654,0,6195168
172.16.40.17,172.16.40.180,161,51954,1651680283973,1651680283997,634,0,12789534
172.16.40.76,172.16.40.180,161,51954,1651680283977,1651680283998,672,0,11578600
172.16.40.180,172.16.40.76,51954,161,1651680283999,1651680284006,652,0,11550981
172.16.40.77,172.16.40.180,161,51954,1651680284001,1651680284009,648,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680283995,1651680284015,646,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680284008,1651680284017,648,0,11578600
172.16.40.180,172.16.40.77,51954,161,1651680284010,1651680284019,668,0,26691042
172.16.40.180,172.16.40.1,51954,161,1651680284023,1651680284026,1529,1,44874052
172.16.40.64,172.16.40.180,161,51954,1651680280658,1651680284027,1380,0,6685014
172.16.40.180,172.16.40.1,51954,161,1651680284026,1651680284031,1646,1,44874052
172.16.40.1,172.16.40.180,161,51954,1651680284031,1651680284032,681,1,44875729
172.16.40.18,172.16.40.180,161,51954,1651680284020,1651680284035,648,0,6195168
172.16.40.180,172.16.40.17,51954,161,1651680283997,1651680284045,633,0,12753832
172.16.40.180,172.16.40.76,51954,161,1651680284017,1651680284048,647,0,11550981
172.16.40.180,172.16.40.18,51954,161,1651680284035,1651680284051,646,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680284050,1651680284056,647,0,11578600
172.16.40.77,172.16.40.180,161,51954,1651680284021,1651680284061,657,0,26877897
172.16.40.18,172.16.40.180,161,51954,1651680284053,1651680284062,647,0,6195168
172.16.40.180,172.16.40.18,51954,161,1651680284062,1651680284072,663,0,5916989
172.16.40.17,172.16.40.180,161,51954,1651680284052,1651680284080,650,0,12789534
172.16.40.180,172.16.40.76,51954,161,1651680284056,1651680284082,645,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284062,1651680284086,648,0,26691042
172.16.40.76,172.16.40.180,161,51954,1651680284084,1651680284091,670,0,11578600
172.16.40.18,172.16.40.180,161,51954,1651680284076,1651680284096,656,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680284090,1651680284098,647,0,26877897
172.16.40.180,172.16.40.18,51954,161,1651680284096,1651680284111,655,0,5916989
172.16.40.180,172.16.40.76,51954,161,1651680284092,1651680284117,655,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284098,1651680284122,647,0,26691042
172.16.40.76,172.16.40.180,161,51954,1651680284121,1651680284128,649,0,11578600
172.16.40.18,172.16.40.180,161,51954,1651680284115,1651680284131,647,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680284124,1651680284131,646,0,26877897
172.16.40.180,172.16.40.76,51954,161,1651680284128,1651680284135,646,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284132,1651680284138,667,0,26691042
172.16.40.180,172.16.40.18,51954,161,1651680284131,1651680284139,651,0,5916989
172.16.40.180,172.16.40.17,51954,161,1651680284081,1651680284141,641,0,12753832
172.16.40.18,172.16.40.180,161,51954,1651680284142,1651680284149,647,0,6195168
172.16.40.76,172.16.40.180,161,51954,1651680284137,1651680284158,647,0,11578600
172.16.40.180,172.16.40.18,51954,161,1651680284150,1651680284159,663,0,5916989
172.16.40.77,172.16.40.180,161,51954,1651680284140,1651680284159,657,0,26877897
172.16.40.180,172.16.40.11,51954,161,1651680283657,1651680284161,661,0,8876092
172.16.40.17,172.16.40.180,161,51954,1651680284146,1651680284164,638,0,12789534
172.16.40.180,172.16.40.76,51954,161,1651680284158,1651680284164,646,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284159,1651680284165,650,0,26691042
172.16.40.76,172.16.40.180,161,51954,1651680284166,1651680284172,668,0,11578600
172.16.40.77,172.16.40.180,161,51954,1651680284167,1651680284173,652,0,26877897
172.16.40.18,172.16.40.180,161,51954,1651680284161,1651680284174,657,0,6195168
172.16.40.180,172.16.40.76,51954,161,1651680284172,1651680284179,656,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284174,1651680284181,651,0,26691042
172.16.40.180,172.16.40.18,51954,161,1651680284174,1651680284186,648,0,5916989
172.16.40.180,172.16.40.17,51954,161,1651680284164,1651680284199,634,0,12753832
172.16.40.18,172.16.40.180,161,51954,1651680284190,1651680284203,647,0,6195168
172.16.40.76,172.16.40.180,161,51954,1651680284200,1651680284207,649,0,11578600
172.16.40.180,172.16.40.53,51954,161,1651680283370,1651680284208,2605,0,16497072
172.16.40.77,172.16.40.180,161,51954,1651680284186,1651680284209,651,0,26877897
172.16.40.180,172.16.40.76,51954,161,1651680284207,1651680284212,646,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284209,1651680284216,646,0,26691042
172.16.40.180,172.16.40.18,51954,161,1651680284203,1651680284216,647,0,5916989
172.16.40.76,172.16.40.180,161,51954,1651680284214,1651680284221,648,0,11578600
172.16.40.18,172.16.40.180,161,51954,1651680284219,1651680284227,646,0,6195168
172.16.40.77,172.16.40.180,161,51954,1651680284218,1651680284239,672,0,26877897
172.16.40.180,172.16.40.127,51954,161,1651680279969,1651680284243,1814,0,14222382
172.16.40.180,172.16.40.18,51954,161,1651680284228,1651680284245,662,0,5916989
172.16.40.17,172.16.40.180,161,51954,1651680284218,1651680284249,643,0,12789534
172.16.40.180,172.16.40.76,51954,161,1651680284221,1651680284250,646,0,11550981
172.16.40.180,172.16.40.77,51954,161,1651680284245,1651680284253,652,0,26691042
172.16.40.76,172.16.40.180,161,51954,1651680284252,1651680284259,667,0,11578600
