src_ip,dst_ip,src_port,dst_port,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_bytes,target_traffic,size_traffic
172.16.40.31,172.16.40.180,161,51954,1651680265583,1651680265590,638,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265590,1651680265597,628,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265599,1651680265610,626,0,20529763
172.16.40.11,172.16.40.180,161,51954,1651680260121,1651680265617,2103,0,9147589
172.16.40.180,172.16.40.31,51954,161,1651680265610,1651680265617,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265620,1651680265626,628,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265626,1651680265633,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265634,1651680265641,637,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265641,1651680265652,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265654,1651680265661,628,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265661,1651680265667,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265669,1651680265676,625,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265676,1651680265682,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265684,1651680265695,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265695,1651680265706,638,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265708,1651680265714,628,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265714,1651680265720,629,0,19252916
172.16.40.180,172.16.40.245,51954,161,1651680264698,1651680265727,665,0,10782398
172.16.40.31,172.16.40.180,161,51954,1651680265722,1651680265729,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265729,1651680265741,624,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265743,1651680265749,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265749,1651680265756,638,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265757,1651680265763,625,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265763,1651680265771,611,0,19252916
172.16.40.55,172.16.40.180,161,51954,1651680264755,1651680265775,1380,0,8516036
172.16.40.31,172.16.40.180,161,51954,1651680265771,1651680265777,677,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680265781,1651680265783,642,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265783,1651680265787,637,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265789,1651680265793,629,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265794,1651680265799,631,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265799,1651680265805,633,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680265805,1651680265810,638,0,20529763
172.16.40.180,172.16.40.2,51954,161,1651680265567,1651680265823,1031,0,41211180
172.16.40.180,172.16.40.31,51954,161,1651680265810,1651680265824,626,0,19252916
172.16.40.180,172.16.40.31,51954,161,1651680265825,1651680265829,632,0,19252916
172.16.40.180,172.16.40.31,51954,161,1651680265830,1651680265834,635,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265837,1651680265842,630,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265842,1651680265846,626,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265848,1651680265852,626,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680265854,1651680265862,616,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265863,1651680265869,632,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265870,1651680265876,618,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265876,1651680265881,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265884,1651680265888,615,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265889,1651680265895,621,0,19252916
172.16.40.83,172.16.40.180,161,51954,1651680265016,1651680265910,1382,0,6365345
172.16.40.180,172.16.40.1,51954,161,1651680265908,1651680265910,693,1,44874052
172.16.40.180,172.16.40.99,51954,161,1651680265601,1651680265911,1383,0,10002396
172.16.40.20,172.16.40.180,161,51954,1651680260519,1651680265912,2231,0,14624297
172.16.40.6,172.16.40.180,161,51954,1651680262906,1651680265912,2172,0,11042702
172.16.40.31,172.16.40.180,161,51954,1651680265896,1651680265916,621,0,20529763
172.16.40.180,172.16.40.99,51954,161,1651680265911,1651680265916,664,0,10002396
172.16.40.180,172.16.40.31,51954,161,1651680265916,1651680265921,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265923,1651680265928,616,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265928,1651680265934,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265935,1651680265945,618,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265946,1651680265951,616,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265953,1651680265958,614,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265958,1651680265964,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265965,1651680265971,634,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265971,1651680265976,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265979,1651680265987,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680265987,1651680265994,632,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680265995,1651680266001,627,0,20529763
172.16.40.1,172.16.40.180,161,51954,1651680265910,1651680266005,1537,1,44875729
172.16.40.180,172.16.40.1,51954,161,1651680266005,1651680266006,681,1,44874052
172.16.40.180,172.16.40.23,51954,161,1651680262539,1651680266006,2232,0,8869688
172.16.40.53,172.16.40.180,161,51954,1651680265080,1651680266009,2965,0,16331871
172.16.40.1,172.16.40.180,161,51954,1651680266007,1651680266011,1646,1,44875729
172.16.40.180,172.16.40.31,51954,161,1651680266001,1651680266013,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266014,1651680266020,625,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266020,1651680266029,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266031,1651680266036,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266037,1651680266043,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266044,1651680266049,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266049,1651680266054,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266056,1651680266061,638,0,20529763
172.16.40.45,172.16.40.180,161,51954,1651680265138,1651680266064,1546,0,13568268
172.16.40.180,172.16.40.31,51954,161,1651680266061,1651680266071,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266072,1651680266079,627,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266079,1651680266084,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266086,1651680266091,640,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266091,1651680266097,625,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266098,1651680266104,627,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266104,1651680266113,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266114,1651680266121,631,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266121,1651680266125,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266127,1651680266133,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266133,1651680266138,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266139,1651680266145,627,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266146,1651680266154,636,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266156,1651680266162,624,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266162,1651680266167,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266169,1651680266174,638,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266174,1651680266179,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266181,1651680266186,623,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266186,1651680266196,624,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266198,1651680266209,623,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680266209,1651680266213,621,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680266215,1651680266220,618,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266220,1651680266226,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266227,1651680266233,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266233,1651680266242,639,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266245,1651680266250,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266250,1651680266256,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266257,1651680266263,625,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266263,1651680266268,637,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266270,1651680266275,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266275,1651680266285,626,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266286,1651680266291,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266292,1651680266297,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266299,1651680266305,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266305,1651680266313,618,0,19252916
172.16.40.180,172.16.40.16,51954,161,1651680264566,1651680266318,999,0,10156329
172.16.40.31,172.16.40.180,161,51954,1651680266314,1651680266327,982,0,20529763
172.16.40.1,172.16.40.180,161,51954,1651680266011,1651680266328,1041,1,44875729
172.16.40.2,172.16.40.180,161,51954,1651680265827,1651680266328,1794,0,44873554
172.16.40.180,172.16.40.11,51954,161,1651680265617,1651680266334,999,0,8876092
172.16.40.180,172.16.40.31,51954,161,1651680266330,1651680266341,1911,0,19252916
172.16.40.180,172.16.40.31,51954,161,1651680266344,1651680266358,638,0,19252916
172.16.40.180,172.16.40.1,51954,161,1651680266328,1651680266366,2681,1,44874052
172.16.40.31,172.16.40.180,161,51954,1651680266358,1651680266366,618,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680266369,1651680266374,623,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266374,1651680266380,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266381,1651680266387,639,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266388,1651680266392,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266395,1651680266400,627,0,20529763
172.16.40.180,172.16.40.1,51954,161,1651680266366,1651680266404,686,1,44874052
172.16.40.6,172.16.40.180,161,51954,1651680265914,1651680266405,2173,0,11042702
172.16.40.180,172.16.40.1,51954,161,1651680266404,1651680266405,690,1,44874052
172.16.40.180,172.16.40.6,51954,161,1651680266405,1651680266408,672,0,9667864
172.16.40.180,172.16.40.31,51954,161,1651680266400,1651680266410,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266412,1651680266418,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266418,1651680266423,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266425,1651680266430,618,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266430,1651680266436,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266437,1651680266443,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266443,1651680266453,636,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266454,1651680266460,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266460,1651680266465,626,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266467,1651680266472,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266472,1651680266482,639,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266482,1651680266494,631,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266494,1651680266499,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266501,1651680266506,622,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266506,1651680266513,629,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266514,1651680266520,624,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266520,1651680266525,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266527,1651680266536,619,0,20529763
172.16.40.31,172.16.40.180,161,51954,1651680266537,1651680266549,626,0,20529763
172.16.40.60,172.16.40.180,161,51954,1651680261308,1651680266553,3439,0,10722664
172.16.40.31,172.16.40.180,161,51954,1651680266552,1651680266556,638,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266556,1651680266562,623,0,19252916
172.16.40.180,172.16.40.145,51954,161,1651680259711,1651680266570,649,0,6122273
172.16.40.180,172.16.40.2,51954,161,1651680266329,1651680266571,3030,0,41211180
172.16.40.31,172.16.40.180,161,51954,1651680266563,1651680266573,623,0,20529763
172.16.40.180,172.16.40.239,51954,161,1651680266203,1651680266573,1351,0,4675080
172.16.40.49,172.16.40.180,161,51954,1651680264207,1651680266576,1044,0,6058842
172.16.40.180,172.16.40.31,51954,161,1651680266573,1651680266581,637,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266581,1651680266588,622,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266588,1651680266592,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266595,1651680266599,625,0,20529763
172.16.40.180,172.16.40.36,51954,161,1651680262194,1651680266604,2099,0,10033217
172.16.40.180,172.16.40.214,51954,161,1651680264206,1651680266604,1351,0,5213446
172.16.40.180,172.16.40.78,51954,161,1651680266334,1651680266605,2166,0,13150019
172.16.40.30,172.16.40.180,161,51954,1651680264601,1651680266605,1383,0,15316072
172.16.40.180,172.16.40.101,51954,161,1651680262544,1651680266605,1443,0,26323621
172.16.40.29,172.16.40.180,161,51954,1651680265575,1651680266605,665,0,9848599
172.16.40.180,172.16.40.31,51954,161,1651680266600,1651680266606,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266606,1651680266617,627,0,20529763
172.16.40.77,172.16.40.180,161,51954,1651680265407,1651680266619,1386,0,26877897
172.16.40.180,172.16.40.31,51954,161,1651680266617,1651680266622,617,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266624,1651680266628,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266629,1651680266634,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266635,1651680266641,641,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266642,1651680266647,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266649,1651680266658,627,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266659,1651680266664,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266666,1651680266671,638,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266672,1651680266677,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266678,1651680266684,627,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266684,1651680266690,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266692,1651680266701,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266701,1651680266710,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266713,1651680266718,619,0,20529763
172.16.40.180,172.16.40.84,51954,161,1651680263514,1651680266720,2336,0,10458894
172.16.40.180,172.16.40.31,51954,161,1651680266718,1651680266724,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266725,1651680266731,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266731,1651680266736,636,0,19252916
172.16.40.180,172.16.40.2,51954,161,1651680266572,1651680266737,656,0,41211180
172.16.40.31,172.16.40.180,161,51954,1651680266743,1651680266748,625,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266748,1651680266754,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266755,1651680266761,638,0,20529763
172.16.40.245,172.16.40.180,161,51954,1651680265727,1651680266767,1386,0,10282354
172.16.40.180,172.16.40.31,51954,161,1651680266761,1651680266767,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266768,1651680266775,623,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266775,1651680266784,624,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266785,1651680266792,623,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266792,1651680266797,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266799,1651680266803,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266804,1651680266810,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266811,1651680266816,623,0,20529763
172.16.40.180,172.16.40.51,51954,161,1651680265908,1651680266821,999,0,6145018
172.16.40.180,172.16.40.31,51954,161,1651680266817,1651680266827,627,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266828,1651680266834,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266834,1651680266840,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266841,1651680266848,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266848,1651680266867,636,0,19252916
172.16.40.180,172.16.40.68,51954,161,1651680262827,1651680266878,2410,0,6483839
172.16.40.31,172.16.40.180,161,51954,1651680266880,1651680266884,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266884,1651680266890,626,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266891,1651680266897,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266897,1651680266902,622,0,19252916
172.16.40.180,172.16.40.103,51954,161,1651680264699,1651680266906,999,0,6412720
172.16.40.180,172.16.40.61,51954,161,1651680264699,1651680266906,1722,0,9194000
172.16.40.31,172.16.40.180,161,51954,1651680266904,1651680266912,624,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266913,1651680266919,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266920,1651680266926,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266927,1651680266933,627,0,19252916
172.16.40.180,172.16.40.31,51954,161,1651680266933,1651680266940,618,0,19252916
172.16.40.239,172.16.40.180,161,51954,1651680266574,1651680266954,637,0,5689571
172.16.40.28,172.16.40.180,161,51954,1651680261242,1651680266955,621,0,7534314
172.16.40.180,172.16.40.79,51954,161,1651680261234,1651680266955,1214,0,7077607
172.16.40.180,172.16.40.102,51954,161,1651680262655,1651680266956,661,0,23560157
172.16.40.31,172.16.40.180,161,51954,1651680266941,1651680266956,637,0,20529763
172.16.40.2,172.16.40.180,161,51954,1651680266739,1651680266957,650,0,44873554
172.16.40.180,172.16.40.31,51954,161,1651680266956,1651680266963,623,0,19252916
172.16.40.127,172.16.40.180,161,51954,1651680261927,1651680266966,2232,0,14980142
172.16.40.31,172.16.40.180,161,51954,1651680266965,1651680266971,628,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266971,1651680266978,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680266980,1651680266987,624,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680266987,1651680266997,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267000,1651680267006,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267015,1651680267021,638,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267023,1651680267030,628,0,20529763
172.16.40.115,172.16.40.180,161,51954,1651680251307,1651680267039,626,0,5454799
172.16.40.180,172.16.40.31,51954,161,1651680267030,1651680267040,628,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267042,1651680267049,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267049,1651680267055,625,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267057,1651680267063,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267063,1651680267069,638,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267071,1651680267083,629,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267083,1651680267090,624,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267091,1651680267098,622,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267098,1651680267104,627,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267106,1651680267112,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267113,1651680267123,637,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267125,1651680267132,629,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267132,1651680267138,622,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267141,1651680267147,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267147,1651680267153,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267155,1651680267166,623,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267166,1651680267172,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267175,1651680267181,642,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267181,1651680267187,624,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267189,1651680267195,620,0,20529763
172.16.40.180,172.16.40.64,51954,161,1651680264200,1651680267208,1718,0,6460211
172.16.40.180,172.16.40.31,51954,161,1651680267196,1651680267211,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267213,1651680267219,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267219,1651680267226,617,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267228,1651680267235,640,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267235,1651680267245,627,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267247,1651680267254,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267254,1651680267261,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267263,1651680267269,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267269,1651680267275,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267277,1651680267287,638,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267288,1651680267294,628,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267296,1651680267307,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267307,1651680267314,620,0,19252916
172.16.40.104,172.16.40.180,161,51954,1651680262612,1651680267322,1723,0,8698104
172.16.40.180,172.16.40.69,51954,161,1651680265431,1651680267324,1818,0,9620609
172.16.40.31,172.16.40.180,161,51954,1651680267316,1651680267333,627,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267333,1651680267346,619,0,19252916
172.16.40.2,172.16.40.180,161,51954,1651680266958,1651680267349,3033,0,44873554
172.16.40.31,172.16.40.180,161,51954,1651680267348,1651680267354,637,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267354,1651680267363,623,0,19252916
172.16.40.180,172.16.40.14,51954,161,1651680261505,1651680267369,2103,0,5568709
172.16.40.1,172.16.40.180,161,51954,1651680266406,1651680267369,2319,1,44875729
172.16.40.180,172.16.40.53,51954,161,1651680266065,1651680267369,1389,0,16497072
172.16.40.31,172.16.40.180,161,51954,1651680267365,1651680267376,628,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267376,1651680267383,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267385,1651680267393,625,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267394,1651680267402,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267404,1651680267418,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267418,1651680267424,638,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267427,1651680267435,628,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267435,1651680267442,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267444,1651680267468,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267468,1651680267479,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267481,1651680267490,618,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267490,1651680267503,638,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267505,1651680267513,629,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267513,1651680267521,620,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267523,1651680267532,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267532,1651680267547,619,0,19252916
172.16.40.180,172.16.40.14,51954,161,1651680267369,1651680267558,1386,0,5568709
172.16.40.180,172.16.40.20,51954,161,1651680265912,1651680267564,1025,0,14061818
172.16.40.245,172.16.40.180,161,51954,1651680266775,1651680267573,1734,0,10282354
172.16.40.91,172.16.40.180,161,51954,1651680263930,1651680267577,1784,0,9198835
172.16.40.180,172.16.40.1,51954,161,1651680267369,1651680267579,1097,1,44874052
172.16.40.31,172.16.40.180,161,51954,1651680267549,1651680267580,618,0,20529763
172.16.40.180,172.16.40.2,51954,161,1651680267563,1651680267580,1454,0,41211180
172.16.40.41,172.16.40.180,161,51954,1651680265206,1651680267583,1879,0,10605116
172.16.40.180,172.16.40.31,51954,161,1651680267581,1651680267589,637,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267591,1651680267599,629,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267599,1651680267608,620,0,19252916
172.16.40.2,172.16.40.180,161,51954,1651680267581,1651680267609,663,0,44873554
172.16.40.233,172.16.40.180,161,51954,1651680265307,1651680267612,1090,0,4728252
172.16.40.31,172.16.40.180,161,51954,1651680267611,1651680267622,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267622,1651680267629,619,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267631,1651680267638,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267639,1651680267645,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267647,1651680267653,642,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267653,1651680267665,624,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267667,1651680267675,629,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267675,1651680267682,621,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267684,1651680267691,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267691,1651680267699,617,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267706,1651680267722,640,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267722,1651680267730,627,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267733,1651680267742,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267742,1651680267754,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267756,1651680267763,619,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267764,1651680267773,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267777,1651680267785,638,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267785,1651680267798,628,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267801,1651680267808,621,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267809,1651680267817,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267819,1651680267835,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267835,1651680267842,618,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267844,1651680267852,637,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267852,1651680267860,623,0,19252916
172.16.40.31,172.16.40.180,161,51954,1651680267863,1651680267875,626,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267876,1651680267882,618,0,19252916
172.16.40.180,172.16.40.31,51467,22,1651680267770,1651680267887,428,0,482
172.16.40.31,172.16.40.180,161,51954,1651680267884,1651680267892,620,0,20529763
172.16.40.180,172.16.40.31,51954,161,1651680267892,1651680267898,618,0,19252916
